document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,Unnamed: 0,PassiveMatch(es),PassiveCount,ID,Test,Cond,human_coding,match
Big Business was sued by the government.,1,['was sued'],1,1,1.0,1,944,['was sued'],1,A1CI5U3BLQ2DDS,1.0,2,1,True
 Business is good for the economy. ,1,[],0,0,0.0,0,945,,0,A1CI5U3BLQ2DDS ,1.0,1,0,True
The salesperson demonstrated his company products in meeting. ,1,[],0,0,0.0,0,946,,0,ATSNZCC16HIOI,1.0,1,0,True
I want to own business ,1,[],0,0,0.0,0,947,,0,A1SWGSFIMZJQE,2.0,2,0,True
Business is very broad category. ,1,[],0,0,0.0,0,948,,0,A33UZLF8WW0DV1,2.0,2,0,True
Schedule all orientation meetings today before leaving the office.,1,[],0,0,0.0,0,949,,0,A39GP79ULCP9J2,1.0,1,0,True
Business was good.,1,[],0,0,0.0,0,950,,0,A2X5BYJKVKSYQQ,1.0,1,0,True
She didn know how to organize the business ,1,[],0,0,0.0,0,951,,0,A12S5JDG2D5HEW,2.0,2,0,True
I am buying stock today.,1,[],0,0,0.0,0,952,,0,A1FAQI8VXLAMBM,2.0,1,0,True
The award was won by the top business.,1,['was won'],1,1,1.0,1,953,['was won'],1,A3P1QF00PF2DF9,1.0,2,1,True
I am looking for business to start up.,1,[],0,0,0.0,0,954,,0,A16ZLWV0QUJP65,2.0,1,0,True
Purdue Pharma settled the lawsuit with billions of dollars.,1,[],0,0,0.0,0,955,,0,AOJD8D9NXVAR3,1.0,1,0,True
That business has been closed for awhile.,1,['has been closed'],1,1,1.0,1,956,['been closed'],1,A1ZLWV0QUJP65,2.0,2,1,True
Jamal is fantastic business man. ,1,[],0,0,0.0,0,957,,0,AAL5LUI5U3NAV,1.0,1,0,True
Her business is of no concern of mine. ,1,[],0,0,0.0,0,958,,0,A1TK1M16KJJKEO,1.0,2,0,True
I work for large business,1,[],0,0,0.0,0,959,,0,A79XOBCSS4NTG,1.0,1,0,True
Business is hard.,1,[],0,0,0.0,0,960,,0,A2O3IWIVOZD4S7,1.0,1,0,True
Business is major at most colleges and universities.,1,[],0,0,0.0,0,961,,0,A2SVKAI2PNTS79,2.0,2,0,True
I closed this business.,1,[],0,0,0.0,0,962,,0,A2O3IWIVOZD4S7,1.0,1,0,True
The business was shown new idea.,1,['was shown'],1,1,1.0,1,963,['was shown'],1,A2VNR6984SDFGQ,1.0,2,1,True
The market was down. ,1,[],0,0,0.0,0,964,,0,A3CLBF224TRYC9,1.0,2,0,True
The girl entered the business located on Main Street.,1,[],0,0,0.0,0,965,,0,A8TLS2F8LFQ68,1.0,1,0,True
The business is open today. ,1,[],0,0,0.0,0,966,,0,AIJPLVW0ULYTH,2.0,1,0,True
I sure hadn wanted to visit that apple store since it was so busy.,1,[],0,0,0.0,0,967,,0,A3CX0LXFHZ6I3I,1.0,2,0,True
I ll start my business in the next few weeks.,1,[],0,0,0.0,0,968,,0,A2LEBJWW395FST,1.0,1,0,True
The fundraiser for the business brought in lot of money.,1,[],0,0,0.0,0,969,,0,AFTSLCMJASJDR,1.0,2,0,True
Her background was in Business,1,[],0,0,0.0,0,970,,0,AA0EJ752F121Q,2.0,2,0,True
The Business closed its doors promptly at 5pm.,1,[],0,0,0.0,0,971,,0,A2VN0R4EGGV7KE,2.0,1,0,True
I went to work today and it was long day.,1,[],0,0,0.0,0,972,,0,AJKA9BKC011F2,2.0,1,0,True
My family business is affected by the pandemic. ,1,['is affected'],1,1,1.0,1,973,['is affected'],1,A2X823PACMMOKP,1.0,1,1,True
I am leaving this business.,1,[],0,0,0.0,0,974,,0,ALG1XBLARJ545,1.0,2,0,True
The business was robbed during the night.,1,['was robbed'],1,1,1.0,1,975,['was robbed'],1,A2SKOPFTRTNFUY,1.0,2,1,True
Dressing up is required to attend meeting.,1,['is required'],1,1,1.0,1,976,['is required'],1,A347NXF6NQGM5G,1.0,2,0,False
The business is doing well,1,[],0,0,0.0,0,977,,0,AFRKVRPZ2RHY8,1.0,2,0,True
I am taking Business course and enjoying all that I am learning.,1,[],0,0,0.0,0,978,,0,A2OZKKX2O0YTLD,2.0,1,0,True
I called them and got the sale ,1,[],0,0,0.0,0,979,,0,A240OTT1T85UGT,1.0,1,0,True
My contributions to the business were not recognized by my father. ,1,['were not recognized'],1,1,1.0,1,980,,0,A55E4CZQLYYO3,2.0,2,1,False
The accountant met with the lawyer.,1,[],0,0,0.0,0,981,,0,A3QNSOORS63W0D,2.0,1,0,True
Business creates opportunity.,1,[],0,0,0.0,0,982,,0,A63XZD0XGIMAI,1.0,1,0,True
Long lunches are often taken when having business meetings.,1,['are often taken'],1,1,1.0,1,983,['are often taken'],1,A2ONKY3JGB34T3,1.0,2,1,True
The CEO made all final decisions for the company.,1,[],0,0,0.0,0,984,,0,AOJD8D9NXVAR3,1.0,1,0,True
Business grows with society.,1,[],0,0,0.0,0,985,,0,A33B85TN97HQ33,1.0,1,0,True
Sprint was bought out by T-Mobile.,1,['was bought'],1,1,1.0,1,986,['was bought'],1,A3J72C0SIACZBS,1.0,2,1,True
Is is expected that business will be good this year.,1,['is is expected'],1,1,1.0,1,987,['is expected'],1,AW3PWVBIGPNAA,1.0,2,1,True
The business is thriving.,1,[],0,0,0.0,0,988,,0,AC95JAUAM2L2Z,1.0,1,0,True
There no business like show business.,1,[],0,0,0.0,0,989,,0,AFE7E450NETF2,1.0,2,0,True
I am into business,1,[],0,0,0.0,0,990,,0,AXR1QGU4KTMSZ,1.0,1,0,True
The company was involved in community service.,1,[],0,0,0.0,0,991,['was involved'],1,COPIEDAKHKMEPXX1YZ9,2.0,2,0,False
Business is booming,1,[],0,0,0.0,0,992,,0,AOZBPO12UMPUY,1.0,1,0,True
Business is booming ,1,[],0,0,0.0,0,993,,0,A1JSPB0XCFUUG1,2.0,1,0,True
The accountant was fired.,1,['was fired'],1,1,1.0,1,994,['was fired'],1,A2VAG94W4SK18C,1.0,2,1,True
Business is no fun but it worth it.,1,[],0,0,0.0,0,995,,0,A2GIT09BQEUM9M,,1,0,True
Business was taken over. ,1,['was taken'],1,1,1.0,1,996,['was taken'],1,A162CO8K267FU8,1.0,2,1,True
I keep track of my own orders. ,1,[],0,0,0.0,0,997,,0,A3S9ASZKIIJ3WF,2.0,1,0,True
Business makes the world go round.,1,[],0,0,0.0,0,998,,0,A3JUAN2Y9XTK5L,2.0,1,0,True
He opened the business 10 years ago.,1,[],0,0,0.0,0,999,,0,A23FK9ROU01U4D,2.0,2,0,True
The business is not doing well,1,[],0,0,0.0,0,1000,,0,A79XOBCSS4NTG,1.0,2,0,True
The firm was able to make ton of money this quarter. ,1,[],0,0,0.0,0,1001,,0,AU34Y1DWWQ47O,1.0,1,0,True
i owned my business,1,[],0,0,0.0,0,1002,,0,A2TWX0MB777CAB,2.0,2,0,True
Business can be very challenging at times.,1,[],0,0,0.0,0,1003,,0,A1HYNGG8LZUV47,2.0,1,0,True
The business did not meet the state protocols to remain operational.,1,[],0,0,0.0,0,1004,,0,AQDBBBTN8NE9X,2.0,2,0,True
Business was boring subject.,1,[],0,0,0.0,0,1005,,0,A36G7I51D5O1M4,2.0,2,0,True
His business suffered due to the economy.,1,[],0,0,0.0,0,1006,,0,COPIEDAPV3GK8ZEXB0J,1.0,1,0,True
I take many business trips.,1,[],0,0,0.0,0,1007,,0,A38LW34F26WBJY,1.0,1,0,True
I run my business online,1,[],0,0,0.0,0,1008,,0,A35TZ4YGDSXSEC,1.0,1,0,True
Stock prices were mixed after investors faced uncertainty.,1,[],0,0,0.0,0,1009,,0,A37CSK5QI41636,1.0,2,0,True
It is time to close the doors on this business. ,1,[],0,0,0.0,0,1010,,0,ACIWLS3IQPV1J,2.0,1,0,True
My mom was doing taxes as I watched tv.,1,[],0,0,0.0,0,1011,,0,A1N274L13ZKKI5,1.0,2,0,True
This business is profitable every year.,1,[],0,0,0.0,0,1012,,0,A3NG205QJ48IM4,1.0,1,0,True
My cousin got degree in Business.,1,[],0,0,0.0,0,1013,,0,A2I6YPPQK6BU09,1.0,1,0,True
This business is failing fast. ,1,[],0,0,0.0,0,1014,,0,A1H4MYPDJ2K3VI,2.0,1,0,True
Salaries were reduced by the CEO.,1,['were reduced'],1,1,1.0,1,1015,['were reduced'],1,A15B294KHVGPFV,1.0,2,1,True
I really hate Apple,1,[],0,0,0.0,0,1016,,0,A3774HPOUKYTX7,1.0,1,0,True
They are growing the business.,1,[],0,0,0.0,0,1017,,0,ARTARDCXLJ5H6,2.0,2,0,True
The DOW is up.,1,[],0,0,0.0,0,1018,,0,A2RCUR9HJ9D0UQ,1.0,2,0,True
I studied business in college.,1,[],0,0,0.0,0,1019,,0,AO9AKYPPGGGZ4,2.0,1,0,True
I am an important business man,1,[],0,0,0.0,0,1020,,0,ADIW4L4IGU98R,1.0,1,0,True
My daily activity involves running my own business.,1,[],0,0,0.0,0,1021,,0,A34IZFOSHOZ4GN,1.0,1,0,True
I invested ton of money in stocks. ,1,[],0,0,0.0,0,1022,,0,A11ILN5YSUDVG8,1.0,1,0,True
The presentation from today meeting was developed by the business manager.,1,['was developed'],1,1,1.0,1,1023,['was developed'],1,A13CFYL1AW272Y,1.0,2,1,True
The corporation as whole was damaged significantly by the CEO scandal.,1,['was damaged'],1,1,1.0,1,1024,['was damaged'],1,AAFM5PPF9P0W,1.0,2,1,True
I enjoy working here. ,1,[],0,0,0.0,0,1025,,0,A20P819KPQWCK0,1.0,1,0,True
The CEO opinion was not heard by the board.,1,['was not heard'],1,1,1.0,1,1026,,0,A2OKJSKQFMCZTP,1.0,2,1,False
I own my own business.,1,[],0,0,0.0,0,1027,,0,AM0FRMVODTMXA,1.0,1,0,True
I am going to business meeting in one hour. ,1,[],0,0,0.0,0,1028,,0,A2WSYQ5TS09U1,1.0,1,0,True
I am activating my bank account today.,1,[],0,0,0.0,0,1029,,0,A1FAQI8VXLAMBM,2.0,1,0,True
Businesses are very important for the market.,1,[],0,0,0.0,0,1030,,0,A3C9B757QTE20C,2.0,1,0,True
Business is conducted within the hours of 0900-1700,1,['is conducted'],1,1,1.0,1,1031,['is conducted'],1,AK70USZXEJSF3,2.0,2,1,True
My business is very important.,1,[],0,0,0.0,0,1032,,0,A3BWZ6V34W8SXX,2.0,1,0,True
Comic shops were more viable business before the pandemic. ,1,[],0,0,0.0,0,1033,,0,A3U6RDG7BLH6YZ,2.0,1,0,True
Today business world is suffering because of the pandemic.,1,[],0,0,0.0,0,1034,,0,A2HUWXLMG214BI,2.0,2,0,True
The bakery was happy with all of it satisfied customers.,1,[],0,0,0.0,0,1035,,0,A16DIQCMNWPBAN,2.0,2,0,True
I think his business is pretty successful. ,1,[],0,0,0.0,0,1036,,0,A357ADRGNGMMKC,1.0,1,0,True
Their business is secret.,1,[],0,0,0.0,0,1037,,0,A3V2HVY764HJS4,2.0,1,0,True
The business man was sent home because he had fever,1,['was sent'],1,1,1.0,1,1038,['was sent'],1,A2W5PAZJG6X8Q8,2.0,2,1,True
In business it is easy to become millionaire.,1,[],0,0,0.0,0,1039,,0,A118RTS8BOFIH7,1.0,1,0,True
The contract was not signed by the business.,1,['was not signed'],1,1,1.0,1,1040,,0,A31CNXHGR49DJR,1.0,2,1,False
Business is very volatile,1,[],0,0,0.0,0,1041,,0,A3OM2ZQ7FUDTIN,1.0,1,0,True
"We had business to deal with first, then pleasure.",1,[],0,0,0.0,0,1042,,0,A3PSV85ZUXP9VF,2.0,2,0,True
I lost all my money from my pizza business,1,[],0,0,0.0,0,1043,,0,A3G11HOZ5PCWOH,2.0,2,0,True
Businesses suck the money out of folk wallets. ,1,[],0,0,0.0,0,1044,,0,A33ELVLU0NX9N9,1.0,1,0,True
The CEO has an office in an high rise.,1,[],0,0,0.0,0,1045,,0,A2W434UNNBRS4L,1.0,2,0,True
I am in the process of purchasing new car.,1,[],0,0,0.0,0,1046,,0,A2EW08X2I87RXL,2.0,1,0,True
More than 300 employees of the company were laid off on Friday. ,1,['were laid'],1,1,1.0,1,1047,['were laid'],1,AHTWQSOY6HTJI,1.0,2,1,True
That meeting made me feel so nervous.,1,[],0,0,0.0,0,1048,,0,A16Y5JEB1EF9CY,1.0,2,0,True
Business is not very fun.,1,[],0,0,0.0,0,1049,,0,A3M0L33TPD346S,2.0,2,0,True
The CEO of that company earned very high bonus this year.,1,[],0,0,0.0,0,1050,,0,AY4KZOUEZ8BAM,1.0,1,0,True
Business is in the heart of commerce.,1,[],0,0,0.0,0,1051,,0,A14Z1JSAR9JEON,1.0,2,0,True
Mind you business and stay outta mines.,1,[],0,0,0.0,0,1052,,0,A3M2Q7EZCJ85GE,2.0,2,0,True
His business grew to hugh success over night. ,1,[],0,0,0.0,0,1053,,0,A36W1PIV68AE5K,2.0,2,0,True
I would like to receive payment for my private business.,1,[],0,0,0.0,0,1054,,0,ANR81FZBHHR0F,1.0,1,0,True
The business closed after their hours of operation.,1,[],0,0,0.0,0,1055,,0,A2UOOBZQ5L2EL1,2.0,2,0,True
Keeping his business is what keeps Steve working so hard.,1,[],0,0,0.0,0,1056,,0,j2wj0096lt,2.0,1,0,True
WE are skyrocketing ,1,[],0,0,0.0,0,1057,,0,A3NUGUAMBKYMZY,1.0,1,0,True
Business has been bad lately.,1,[],0,0,0.0,0,1058,,0,A33TBDS0UALKW2,1.0,1,0,True
The company was taken over by its competitor.,1,['was taken'],1,1,1.0,1,1059,['was taken'],1,A2BT7QVGXJKFKI,1.0,2,1,True
Amy studies accounting daily and is quite good at it.,1,[],0,0,0.0,0,1060,,0,A39J8MSTUDVH0D,1.0,1,0,True
Our business has been slow this year.,1,[],0,0,0.0,0,1061,,0,A15X9KAJB8M54B,2.0,2,0,True
Business is the engine of capitalism.,1,[],0,0,0.0,0,1062,,0,A1CRE2Z623JZ6V,2.0,1,0,True
The chairman of the board was fired due to lack of sails.,1,['was fired'],1,1,1.0,1,1063,['was fired'],1,A3H8A6SSZH6MQQ,2.0,2,1,True
Business was not the prime interest of the family meeting.,1,[],0,0,0.0,0,1064,,0,A2137K4XEU12TI,1.0,2,0,True
Leaders of business often give speeches and workshops to teach people new to the workforce.,1,[],0,0,0.0,0,1065,,0,AMFIHFK9N0OVK,2.0,1,0,True
I am starting my own business.,1,[],0,0,0.0,0,1066,,0,A1JAWNX4R60ZZ0,1.0,1,0,True
I actively invest in the stock market.,1,[],0,0,0.0,0,1067,,0,A1MPJYJCUAOFOB,1.0,1,0,True
She was told business is necessary.,1,['was told'],1,1,1.0,1,1068,['was told'],1,A3HT6YYXPBRKN3,2.0,2,1,True
My business will excel with the right mentors.,1,[],0,0,0.0,0,1069,,0,A3V9UGWBPDRFSG,1.0,1,0,True
The shareholders were satisfied with the bosses news about opening new business.,1,[],0,0,0.0,0,1070,,0,A1ZJ3TU4QJIKLY,2.0,2,1,False
Business is very well known career field.,1,[],0,0,0.0,0,1071,,0,A129LL7SYP8EOE,2.0,1,0,True
The local Chamber of Commerce was founded in 1952.,1,['was founded'],1,1,1.0,1,1072,['was founded'],1,A2VUF0V7HT51Q3,1.0,2,1,True
I never got into business.,1,[],0,0,0.0,0,1073,,0,A3IB7YJHP04OHI,2.0,2,0,True
The business is doing really well.,1,[],0,0,0.0,0,1074,,0,A13DHPKBQXN9R7,2.0,1,0,True
The business world has had to adapt to many changes.,1,[],0,0,0.0,0,1075,,0,A1B3K5W6NZ03U2,1.0,1,0,True
The businesses had been opened in 2019.,1,['had been opened'],1,1,1.0,1,1076,['been opened'],1,A29KJK7GPUF3OT,1.0,2,1,True
The business was in jeopardy.,1,[],0,0,0.0,0,1077,,0,A26A77APE2SUR5,2.0,2,0,True
My business is much more successful than most.,1,[],0,0,0.0,0,1078,,0,A8BSFVAPZBIUS ,1.0,1,0,True
I am going to get those books done.,1,[],0,0,0.0,0,1079,,0,A1ADRYNCJIRFOO,1.0,1,0,True
Those items were sold by the top salesperson in the company.,1,['were sold'],1,1,1.0,1,1080,['were sold'],1,A1PAN54I7HWSZI,1.0,2,1,True
They are closing down their business.,1,[],0,0,0.0,0,1081,,0,AS8JG1LSWTMGY,2.0,2,0,True
Business will pick-up as more people get their vaccine.,1,[],0,0,0.0,0,1082,,0,A25D8WXH1F4CG9,1.0,1,0,True
I lost my business when the economy fell. ,1,[],0,0,0.0,0,1083,,0,A1TK1M16KJJKEO,1.0,2,0,True
Len majored in business in university.,1,[],0,0,0.0,0,1084,,0,A1282WX3YWXM6E,2.0,1,0,True
I AM GOING TO EAT AT THE LOCAL SUSHI RESTAURANT TONIGHT,1,[],0,0,0.0,0,1085,,0,A3SUUPLFBSG1T9,1.0,1,0,True
Business was done as usual.,1,['was done'],1,1,1.0,1,1086,['was done'],1,A2T6EBB0Z6TQZS  ,1.0,2,1,True
The man made sale that went bad. ,1,[],0,0,0.0,0,1087,,0,A3G1X3IP2VM4IK,2.0,2,0,True
She was seeking position as manager in business.,1,[],0,0,0.0,0,1088,,0,A1KRDCZ1YYBUIZ,1.0,1,0,True
We were looking at business sites. ,1,[],0,0,0.0,0,1089,,0,A1X84CLJ7N1PLZ,1.0,2,0,True
Business has been good.,1,[],0,0,0.0,0,1090,,0,A141B3S3ZLY8DI,2.0,2,0,True
The business was filing for bankruptcy.,1,[],0,0,0.0,0,1091,,0,A1BDJMFP24FBGL,1.0,1,0,True
the man suceeded greatly at his business,1,[],0,0,0.0,0,1092,,0,A3F34OE3VQ7W0V,1.0,2,0,True
A small business was bought out by large company.,1,['was bought'],1,1,1.0,1,1093,['was bought'],1,A2BQ5JORLYGZMV,2.0,2,1,True
The business is blooming ,1,[],0,0,0.0,0,1094,,0,A3ONF400XL2Y9U,1.0,1,0,True
Our business is stressful.,1,[],0,0,0.0,0,1095,,0,A2HDZE2L9EX2SY,1.0,1,0,True
business was shut down,1,['was shut'],1,1,1.0,1,1096,['was shut'],1,A2EY0J9LOPU3TU,1.0,2,1,True
The business of marketing is highly profitable.,1,[],0,0,0.0,0,1097,,0,A20SXG1DHDIDI7,1.0,1,0,True
The old business had been subsumed by the new merger,1,['had been subsumed'],1,1,1.0,1,1098,['been subsumed'],1,A2Y81T0DIFJ866,1.0,2,1,True
One of my goals is to have my own Business in the near future ,1,[],0,0,0.0,0,1099,,0,A2MF4QDKE40KVN,1.0,1,0,True
I own my business for two years,1,[],0,0,0.0,0,1100,,0,A7Z6P6K85HX54,1.0,2,0,True
Business is booming.,1,[],0,0,0.0,0,1101,,0,A2PY9UB56M2PP2,1.0,1,0,True
The business is under pressure due to the pandemic. ,1,[],0,0,0.0,0,1102,,0,A2JUTTLDE5LGHH,1.0,2,0,True
I have an interest in Business,1,[],0,0,0.0,0,1103,,0,A2F58OOW7K3DD2,1.0,1,0,True
Monica was driven to the store last night.,1,['was driven'],1,1,1.0,1,1104,['was driven'],1,A1QW2XUJ7KZCV5,2.0,2,1,True
I would ve done it differently. ,1,[],0,0,0.0,0,1105,,0,A3G3TIX6FEMN8R,2.0,2,0,True
The bath is far too hot for me to bathe.,1,[],0,0,0.0,0,1106,,0,A2DDPSXH2X96RF,1.0,1,0,True
Business is going great,1,[],0,0,0.0,0,1107,,0,A2BZY06YRWGEDL,2.0,1,0,True
Stocks were sold by the company before the end of the quarter. ,1,['were sold'],1,1,1.0,1,1108,['were sold'],1,A1C8FN01981A69,2.0,2,1,True
"When will people return to the office, after COVID-19 ",1,[],0,0,0.0,0,1109,,0,A2DU76P3SED4T6,2.0,1,0,True
I will open my own business one day,1,[],0,0,0.0,0,1110,,0,AYSX5GNO640MZ,1.0,1,0,True
Jeff and Gary agreed on the merger and shook hands.,1,[],0,0,0.0,0,1111,,0,A2R30HQXQN76IC,1.0,1,0,True
A group of businessmen were gathered at the bar.,1,['were gathered'],1,1,1.0,1,1112,['were gathered'],1,AMDUEMZUK9GJC,1.0,1,1,True
Clients were given itemized invoices.,1,['were given'],1,1,1.0,1,1113,['were given'],1,A2WS07SCLNP1GV,1.0,2,1,True
Many businesses were shut down during the Covid pandemic. ,1,['were shut'],1,1,1.0,1,1114,['were shut'],1,A3V3LIPOU53GZQ,2.0,2,1,True
The CEO wanted to gather the employee together.,1,[],0,0,0.0,0,1115,,0,AQDA6OMC4W5V8,1.0,2,0,True
The supervisor read the memo and asked the employees questions.,1,[],0,0,0.0,0,1116,,0,A1K3VCFF62LIO2,2.0,1,0,True
The business reopened after two months of lockdown.,1,[],0,0,0.0,0,1117,,0,A2AFAWJX5LTUVN,2.0,1,0,True
The new information for the banking regulations will be delivered this afternoon.,1,['will be delivered'],1,1,1.0,1,1118,['be delivered'],1,AW8JVJQNLTXND,2.0,1,1,True
Investing in the company is lucretive.,1,[],0,0,0.0,0,1119,,0,A26ZENZ5G8AEGM,1.0,1,0,True
Lot of economic growth is provided by businesses.,1,['is provided'],1,1,1.0,1,1120,['is provided'],1,A3Q9H7A8J8GR01,1.0,2,1,True
The business recognized its error and made retribution. ,1,[],0,0,0.0,0,1121,,0,A2SULQE4M8C3CM,2.0,2,0,True
Business influences politicians.,1,[],0,0,0.0,0,1122,,0,A2LDDDJ4WBKB8Y,1.0,1,0,True
Companies enjoy making good profit from the businesses they run.,1,[],0,0,0.0,0,1123,,0,A2VJ27EN5W4MU,1.0,2,0,True
The man is starting business.,1,[],0,0,0.0,0,1124,,0,A1SBWRAOJBEFIM,1.0,1,0,True
BUSSINESS ARE DEVELOP THROUGH A SIMPLE IDEA.,1,[],0,0,0.0,0,1125,['ARE DEVELOP'],1,A12JQZP4XVOABB,2.0,2,0,False
he is busy in business,1,[],0,0,0.0,0,1126,,0,AE5138F868GYB,1.0,1,0,True
Business will grow to offset the cost of living.,1,[],0,0,0.0,0,1127,,0,AY2L2CZ6OKNEA,2.0,1,0,True
The income was totaled by the Accountant. ,1,['was totaled'],1,1,1.0,1,1128,['was totaled'],1,A2S7LNJG767XIU,1.0,2,1,True
The business dedicates long hours to helping those in need.,1,[],0,0,0.0,0,1129,,0,A370S3V5OUNP4E,1.0,1,0,True
He was going to apply there.,1,[],0,0,0.0,0,1130,,0,A2ZKKOPPN3AX2G,1.0,2,0,True
I have business in the city.,1,[],0,0,0.0,0,1131,,0,AH7I3K3OJKA5L,2.0,1,0,True
Companies merge with other companies.,1,[],0,0,0.0,0,1132,,0,A5BCSSPC180AG,2.0,2,0,True
The business will go under very soon.,1,[],0,0,0.0,0,1133,,0,A1TO9C7AZND1VO,1.0,1,0,True
I wonder if business is good.,1,[],0,0,0.0,0,1134,,0,AE0C5U5HZ7WR9,2.0,2,0,True
The newest business to spring during the Pandemic is Home Delivery.,1,[],0,0,0.0,0,1135,,0,A1D4RC6K6Y5KAV,2.0,1,0,True
I started my own business.,1,[],0,0,0.0,0,1136,,0,A345TDMHP3DQ3G,1.0,1,0,True
Business was going well,1,[],0,0,0.0,0,1137,,0,A1U5UPSCURNRAA,2.0,2,0,True
Business is booming this month ,1,[],0,0,0.0,0,1138,,0,A18UTX5FD7NPRV,2.0,1,0,True
CEOS were not given much notice before firing. ,1,['were not given'],1,1,1.0,1,1139,,0,A3T79IEUFBB473,2.0,2,1,False
The accountant showed his work at the meeting.,1,[],0,0,0.0,0,1140,,0,A3HKD5JYXYBK5Q,1.0,1,0,True
Business is questionable these days.,1,[],0,0,0.0,0,1141,,0,A3MSMV01T3S53S,2.0,1,0,True
He had his own business for 20 years.,1,[],0,0,0.0,0,1142,,0,A2JAE9P7FQXU2T,2.0,2,0,True
I started business recently that is going so great so far ,1,[],0,0,0.0,0,1143,,0,A23K77HMD9APAJ,1.0,1,0,True
A business thrives when managed responsibly. ,1,[],0,0,0.0,0,1144,,0,A322UHGPRL2UWO,2.0,1,0,True
The shareholders were not satisfied by the CEO explanations,1,[],0,0,0.0,0,1145,,0,A1EDKVYT9ZCGUH,2.0,2,1,False
I would mind what you are doing in this meeting.,1,[],0,0,0.0,0,1146,,0,A3CX8S6Q0QEW8E,1.0,1,0,True
I had no business doing that.,1,[],0,0,0.0,0,1147,,0,AYX9OCFWBM939,2.0,2,0,True
They had good business sales then.,1,[],0,0,0.0,0,1148,,0,A1HNB2243A2PQH,2.0,2,0,True
I had never understood many aspects of business.,1,[],0,0,0.0,0,1149,,0,A1Y38T7IZWJQAE,2.0,2,0,True
